date,playTitle,authorName,originalTitle,originalAuthorName
1775-10-12,Het beleg der stad Leyden. Treurspel,"Winter-van Merken, Lucretia Wilhelmina van",,
1775-10-13,Het beleg der stad Leyden. Treurspel,"Winter-van Merken, Lucretia Wilhelmina van",,
1775-10-14,Ifigenia. Treurspél [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Iphigénie,"Racine, Jean"
1775-10-14,,,,
1775-10-14,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1775-10-16,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1775-10-16,,,,
1775-10-16,"De moetwillige bootsgezel, kluchtspel","Sammers, Jacob",De Gramschap,"Ogier, Willem"
1775-10-19,"Nanine, of Het verwonnen vooröordeel; blyspel","Hooff, Nicolaas Willem op den","Nanine, ou Le préjugé vaincu, comédie",Voltaire
1775-10-19,,,,
1775-10-19,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1775-10-21,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1775-10-21,,,,
1775-10-21,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1775-10-21,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1775-10-21,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1775-10-21,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1775-10-23,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar",,
1775-10-23,,,,
1775-10-23,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Regnard, Jean François"
1775-10-23,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1775-10-30,"Amelia, of De hertog van Foix, treurspel","Nomsz, Johannes","Amélie, ou Le duc de Foix",Voltaire
1775-10-30,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1775-10-30,"De geschaakte bruid, of de verliefde reizegers; blijspel",Nil Volentibus Arduum group,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1775-11-06,"Amelia, of De hertog van Foix, treurspel","Nomsz, Johannes","Amélie, ou Le duc de Foix",Voltaire
1775-11-06,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1775-11-11,"Amelia, of De hertog van Foix, treurspel","Nomsz, Johannes","Amélie, ou Le duc de Foix",Voltaire
1775-11-11,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1775-11-13,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1775-11-13,,,,
1775-11-13,Het onbesturven' weeuwtje. Kluchtig blijspel,"Huybert van Kruiningen, Pieter Anthony de",Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1775-11-14,De vader des huisgezins; tooneelspel,"Elvervelt, Henrik van","Le père de famille, comédie","Diderot, Denis"
1775-11-14,,,,
1775-11-14,"De Hagenaar te Enkhuizen, blyspel","Hartsinck, Jan Jacob","Le Français à Londres, comédie","Boissy, Louis de"
1775-11-18,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1775-11-18,,,,
1775-11-20,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1775-11-20,,,,
1775-11-25,"De glorieus, of De vernederde hoogmoed; tooneelspel","Elvervelt, Henrik van","Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1775-11-25,De Smirnsche Koopman,"Uylenbroek, P.J.",,
1775-11-27,De Vriendschap,"Winde, Martinus van",,
1775-11-27,De Smirnsche Koopman,"Uylenbroek, P.J.",,
1775-12-02,"Aristomenes, treurspel","Roullaud, Henri Jean","Aristomène, tragédie","Marmontel, Jean François"
1775-12-02,De Smirnsche Koopman,"Uylenbroek, P.J.",,
1775-12-04,Fabricius. Treurspel,"Feitama, Sybrand",,
1775-12-04,,,,
1775-12-04,"Blindemannetje, kluchtspel","Coningh, T. de",Colin maillard,"Dancourt, Florent Carton"
1775-12-09,"Fedra, treurspel","Uylenbroek, P.J.",Phedre et Hyppolite. Tragedie,"Racine, Jean"
1775-12-09,,,,
1775-12-09,Het verliefde huysgezin; kluchtspel,"Elias, Jacob","La Famille extravagante, comédie","Le Grand, Marc Antoine"
1775-12-11,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1775-12-11,,,,
1775-12-11,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1775-12-16,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1775-12-16,,,,
1775-12-16,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1775-12-18,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1775-12-18,"Veranderlyk geval, of Stantvastige liefde","Heynck, Dirk Pietersz",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1775-12-18,,,,
1775-12-18,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1775-12-23,Gysbreght van Aemstel,"Vondel, Joost van den",,
1775-12-23,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1775-12-23,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1776-01-02,Gysbreght van Aemstel,"Vondel, Joost van den",,
1776-01-02,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1776-01-02,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1776-01-08,Gysbreght van Aemstel,"Vondel, Joost van den",,
1776-01-08,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1776-01-08,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1776-01-13,Gysbreght van Aemstel,"Vondel, Joost van den",,
1776-01-13,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1776-01-13,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1776-01-15,Gysbreght van Aemstel,"Vondel, Joost van den",,
1776-01-15,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1776-01-15,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1776-01-20,Gysbreght van Aemstel,"Vondel, Joost van den",,
1776-01-20,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1776-01-20,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1776-01-22,"De Deserteur, Tooneelspel","Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1776-01-22,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1776-01-27,"De Deserteur, Tooneelspel","Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1776-01-27,,,,
1776-01-29,"De Deserteur, Tooneelspel","Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1776-01-29,,,,
1776-02-03,"De Deserteur, Tooneelspel","Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1776-02-03,,,,
1776-02-05,"Anthonius Hambroek, of De belegering van Formoza, treurspel","Nomsz, Johannes",,
1776-02-05,,,,
1776-02-05,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1776-02-10,"Anthonius Hambroek, of De belegering van Formoza, treurspel","Nomsz, Johannes",,
1776-02-10,,,,
1776-02-10,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1776-02-12,"Anthonius Hambroek, of De belegering van Formoza, treurspel","Nomsz, Johannes",,
1776-02-12,,,,
1776-02-12,"Het hofstee leeven, kluchtspel","Wit (de jonge), Abraham de",La maison de campagne,"Dancourt, Florent Carton"
1776-02-17,"De deugdzaame armoede, zeedig blyspel","Hartsinck, Jan Jacob",L'indigent,"Mercier, Louis Sébastien"
1776-02-17,,,,
1776-02-17,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1776-02-19,"De deugdzaame armoede, zeedig blyspel","Hartsinck, Jan Jacob",L'indigent,"Mercier, Louis Sébastien"
1776-02-19,,,,
1776-02-19,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der",,
1776-02-26,"De deugdzaame armoede, zeedig blyspel","Hartsinck, Jan Jacob",L'indigent,"Mercier, Louis Sébastien"
1776-02-26,,,,
1776-02-26,De minderjarige; blyspel,"Hartsinck, Jan Jacob","La Pupille, comédie","Fagan, Christophe Barthélemy"
1776-03-04,De ingebeelde zieke. Blyspél,Nil Volentibus Arduum group,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1776-03-04,,,,
1776-03-09,"De deugdzaame armoede, zeedig blyspel","Hartsinck, Jan Jacob",L'indigent,"Mercier, Louis Sébastien"
1776-03-09,De gedwongene toestemming; blyspel,"Le Roy, Bernard",Le consentement forcé: comédie,"Guyot de Merville, Michel"
1776-03-11,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1776-03-11,,,,
1776-03-11,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas",,
1776-03-16,"Rodogune, prinsesse der Parthen [by F. Rijk]","Rijk, Frans","Rodogune, princesse des Parthes","Corneille, Pierre"
1776-03-16,,,,
1776-03-16,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1776-03-18,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1776-03-18,,,,
1776-03-18,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1776-03-23,"Gabinia, treurspel","Feitama, Sybrand","Gabinie, tragedie chretienne","Brueys, David Augustin de"
1776-03-23,,,,
1776-03-23,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1776-03-25,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar",,
1776-03-25,,,,
1776-03-25,"Krispyn, medicyn","Lacroix, Pieter de",Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1776-03-26,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1776-03-26,,,,
1776-03-26,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1776-03-27,"De Deserteur, Tooneelspel","Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1776-03-27,,,,
1776-03-29,"De Deserteur, Tooneelspel","Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1776-03-29,,,,
1776-03-30,"De deugdzaame galeiroeijer, of De beloonde vaderliefde. Tooneelspel","Pater, Lucas","L'honnête criminel, drame","Fenouillot de Falbaire de Quingey, Charles Georges"
1776-03-30,,,,
1776-03-30,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van",,
1776-04-01,"Sophonisba, treurspel","Haps, Pieter Willem van",,
1776-04-01,,,,
1776-04-01,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Regnard, Jean François"
1776-04-01,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1776-04-04,"Cato, of De ondergang der roomsche vryheid","Angelkot jr., Hermannus","Cato, a Tragedy","Addison, Joseph"
1776-04-04,"Cato, of De ondergang der roomsche vryheid","Wolf, H. de","Cato, a Tragedy","Addison, Joseph"
1776-04-04,,,,
1776-04-04,De spookende boer; kluchtspel,"Elias, Jacob",,
1776-04-06,"Gustavus, treurspel","Pater, Lucas","Gustave Wasa, tragédie","Piron, Alexis"
1776-04-06,"De zwetser, kluchtspel","Langendijk, Pieter",,
1776-04-09,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1776-04-09,"Krispyn, starrekyker; blyspel","Pluimer, Joan",,
1776-04-11,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"La Font, Joseph de"
1776-04-11,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"Delisle de La Drevetière, Louis François"
1776-04-11,,,,
1776-04-11,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1776-04-13,"Hypermnestra, treurspel","Adriaansz, A.","Hypermnestre, tragédie","Lemierre, Antoine Marin"
1776-04-13,,,,
1776-04-13,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1776-04-13,"De geschaakte bruid, of de verliefde reizegers; blijspel",Nil Volentibus Arduum group,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1776-04-15,"Ada, gravin van Holland en Zeeland; treurspel","Steenwijk, Frans van",,
1776-04-15,,,,
1776-04-15,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1776-04-15,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Dancourt, Florent Carton"
1776-04-18,De verstrooide van gedachten,,Le Distrait,"Regnard, Jean François"
1776-04-18,"Het drievoudig huwelyk, blyspel","Asschenbergh, Gysbert",Le Triple Mariage,"Destouches, (ps. Philippe Néricault)"
1776-04-20,"De verkwister, of De eerlyke bedriegster; blyspel","Regtering, Hendrik Willem","Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1776-04-20,"Het drievoudig huwelyk, blyspel","Asschenbergh, Gysbert",Le Triple Mariage,"Destouches, (ps. Philippe Néricault)"
1776-04-22,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1776-04-22,"Het drievoudig huwelyk, blyspel","Asschenbergh, Gysbert",Le Triple Mariage,"Destouches, (ps. Philippe Néricault)"
1776-04-25,De graaf van Warwick; treurspel,"Elvervelt, Henrik van","Le comte de Warwick , tragédie","Harpe, Jean-Francois de la"
1776-04-25,,,,
1776-04-25,"Kluchtspel van het gedwongen houwelyck, of mariage forcè.","Pels, Andries",Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1776-04-29,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1776-04-29,De minnaar poëet en knecht; blyspel,"Lijn, Cornelis Jacob van der",L'amant auteur et valet: comédie,"Cérou, Pierre"
1776-05-06,"Melanie, of De rampzalige kloosterdwang, treurspel","Heyligert, Cornelis","Mélanie, ou les Vœux forcés","Harpe, Jean-Francois de la"
1776-05-06,"De Hagenaar te Enkhuizen, blyspel","Hartsinck, Jan Jacob","Le Français à Londres, comédie","Boissy, Louis de"
1776-05-11,"Adelaert, of De zegepralende deugd; tooneelspel","Spaan, Gelinus van","Jenneval, ou Le Barnevelt françois","Mercier, Louis Sébastien"
1776-05-11,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1776-05-18,Henrik en Pernille,"Elvervelt, Henrik van",Henrich og Pernille,"Holberg, Ludvig"
1776-05-18,,,,
1776-05-18,De dobbelaar; blyspel [by F. Rijk],"Rijk, Frans",Le joueur,"Regnard, Jean François"
1776-06-01,"Achilles, treurspel","Huydecoper, Balthasar",,
1776-06-01,,,,
1776-06-08,"Hypermnestra, treurspel","Adriaansz, A.","Hypermnestre, tragédie","Lemierre, Antoine Marin"
1776-06-08,,,,
1776-08-05,"Cleopatra, koningin van Syriën. Treurspel","Lannoy, Juliana Cornelia de",,
1776-08-05,,,,
1776-08-05,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1776-08-08,"Cleopatra, koningin van Syriën. Treurspel","Lannoy, Juliana Cornelia de",,
1776-08-08,,,,
1776-08-10,"Cleopatra, koningin van Syriën. Treurspel","Lannoy, Juliana Cornelia de",,
1776-08-10,,,,
1776-08-12,"De vrék, blyspél","Pluimer, Joan",L'Avare ou l’École du mensonge,"Molière (ps. Poquelin, Jean Baptiste)"
1776-08-12,,,,
1776-08-15,Elektra,"Vondel, Joost van den",Electra,Sophocles
1776-08-15,,,,
1776-08-15,De spookende boer; kluchtspel,"Elias, Jacob",,
1776-08-17,"Amelia, of De hertog van Foix, treurspel","Nomsz, Johannes","Amélie, ou Le duc de Foix",Voltaire
1776-08-17,De Smirnsche Koopman,"Uylenbroek, P.J.",,
1776-08-19,Iemant en Niemant,"Vos, Isaac",,
1776-08-19,,,,
1776-08-19,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1776-08-22,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1776-08-22,Andromaché [by L. Meijer],"Meijer, Lodewijk",Andromaque,"Racine, Jean"
1776-08-22,,,,
1776-08-22,"Krispyn, starrekyker; blyspel","Pluimer, Joan",,
1776-08-26,Het spoockend weeuwtje,Nil Volentibus Arduum group,l'Esprit follet,"Le Métel d'Ouville, Antoine"
1776-08-26,Het spoockend weeuwtje,Nil Volentibus Arduum group,La dama duende,"Calderón de la Barca, Pedro"
1776-08-26,Het spoockend weeuwtje,"Meijer, Lodewijk",l'Esprit follet,"Le Métel d'Ouville, Antoine"
1776-08-26,Het spoockend weeuwtje,"Meijer, Lodewijk",La dama duende,"Calderón de la Barca, Pedro"
1776-08-26,,,,
1776-08-26,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1776-08-29,"Cleopatra, koningin van Syriën. Treurspel","Lannoy, Juliana Cornelia de",,
1776-08-29,,,,
1776-08-29,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1776-09-02,"Sigismundus, prins van Polen, of Het leeven is een droom. Treurspel","Hooff, Nicolaas Willem op den","Sigismundus, prince van Polen, of 't Leven is een droom. Bly-eyndigh treur-spel","Schouwenbergh, NN"
1776-09-02,,,,
1776-09-02,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1776-09-05,"Mithridates, koning van Pontus, enz. Treur-spel","Arents, Thomas",Mithridate,"Racine, Jean"
1776-09-05,,,,
1776-09-05,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1776-09-07,"Polyxena, treurspel [by M. Bode]","Bode, Matthias",Polyxène,"La Fosse, Antoine de"
1776-09-07,,,,
1776-09-07,Het verliefde huysgezin; kluchtspel,"Elias, Jacob","La Famille extravagante, comédie","Le Grand, Marc Antoine"
1776-09-09,"Scilla, treurspel","Rotgans, Lukas",,
1776-09-09,,,,
1776-09-09,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1776-09-09,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Dancourt, Florent Carton"
1776-09-12,"Xantippe, of Het booze wyf des filozoofs Sokrates beteugeld. Blyspel","Langendijk, Pieter",,
1776-09-12,,,,
1776-09-12,De woekeraar edelman; kluchtspel,"Japin, Jean","L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1776-09-14,"Leo de Groote, treurspel","Lannoy, Juliana Cornelia de",,
1776-09-14,,,,
1776-09-14,"De zwetser, kluchtspel","Langendijk, Pieter",,
1776-09-16,De vader des huisgezins; tooneelspel,"Elvervelt, Henrik van","Le père de famille, comédie","Diderot, Denis"
1776-09-16,,,,
1776-09-16,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1776-09-19,"Aristomenes, treurspel","Roullaud, Henri Jean","Aristomène, tragédie","Marmontel, Jean François"
1776-09-19,,,,
1776-09-19,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1776-09-21,"Titus, treurspel","Nomsz, Johannes","Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1776-09-21,,,,
1776-09-21,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1776-09-23,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1776-09-23,,,,
1776-09-23,Duifje en Snaphaan,"Fornenbergh, Jan Baptist van",,
1776-09-24,Het wederzyds huwelyks bedrog. Blyspél,"Langendijk, Pieter",,
1776-09-24,,,,
1776-09-24,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1776-09-25,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1776-09-25,,,,
1776-09-25,"De moetwillige bootsgezel, kluchtspel","Sammers, Jacob",De Gramschap,"Ogier, Willem"
1776-09-26,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1776-09-26,,,,
1776-09-26,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan",,
1776-09-27,"Spaensche heidin, a.k.a. Het leven van Konstance [by Matt. Tengnagel]","Tengnagel, Mattheus Gansneb",La gitanilla de Madrid,"Cervantes y Saavedra, Miguel de"
1776-09-27,,,,
1776-09-27,Vechter. Kluchtspel,"Angelkot, Hermannus",,
1776-09-28,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1776-09-28,,,,
1776-09-28,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1776-09-30,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1776-09-30,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1776-10-01,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1776-10-01,,,,
1776-10-01,De Vryer-zieke Vrijster of 't huwelik van niet,"Leeuw, Adriaan Bastiaansz de",Le mariage de rien,"Montfleury, Antoine Jacob"
1776-10-02,"Konradyn, koning van Napels en Siciliën. Treurspel","Smids, Ludolph",,
1776-10-02,,,,
1776-10-02,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1776-10-03,De ingebeelde zieke. Blyspél,Nil Volentibus Arduum group,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1776-10-03,,,,
1776-10-03,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1776-10-03,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1776-10-03,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1776-10-03,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1776-10-04,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert",,
1776-10-04,,,,
1776-10-04,Broershert,"Leeuw, Adriaan Bastiaansz de",,
1776-10-05,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1776-10-05,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1776-10-07,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1776-10-07,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter",,
1776-10-08,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1776-10-08,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1776-10-09,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1776-10-09,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van",,
1776-10-10,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1776-10-10,Pekelharing,"Vos, Isaac",,
1776-10-11,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1776-10-11,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1776-10-12,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1776-10-12,,,,
1776-10-12,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van",,
1776-10-14,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1776-10-14,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1776-10-14,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Dancourt, Florent Carton"
1776-10-15,"Kluchtspel van het gedwongen houwelyck, of mariage forcè.","Pels, Andries",Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1776-10-15,,,,
1776-10-17,De Vriendschap,"Winde, Martinus van",,
1776-10-17,,,,
1776-10-17,Krispyn dragonder; kluchtspel,"Rijk, Frans","La Dragone ou Merlin dragon, comedie",Desmarres
1776-10-19,"Mahomet, treurspel [by Hartsen]","Hartsen, Antoni",Le Fanatisme ou Mahomet le Prophète,Voltaire
1776-10-19,,,,
1776-10-19,"Krispyn, barbier, dansmeester, pagie, en graaf; kluchtspel","Krook, Enoch",,
1776-10-21,Henrik en Pernille,"Elvervelt, Henrik van",Henrich og Pernille,"Holberg, Ludvig"
1776-10-21,,,,
1776-10-21,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1776-10-21,"De geschaakte bruid, of de verliefde reizegers; blijspel",Nil Volentibus Arduum group,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1776-10-28,De verwaande Hóllandsche Franschman. Blyspél,"Pels, Andries",,
1776-10-28,De verwaande Hóllandsche Franschman. Blyspél,Nil Volentibus Arduum group,,
1776-10-28,,,,
1776-10-28,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas",,
1776-11-04,De belegering van Haerlem. Treurspel,"Lannoy, Juliana Cornelia de",,
1776-11-04,,,,
1776-11-04,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1776-11-09,"De dood van Nero, treurspel","Haverkamp, Johannes",La mort de Néron; tragédie,"Péchantré, Nicolas de"
