date,playTitle,authorName,originalTitle,originalAuthorName
1759-01-30,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Pergolesi, Giovanni Battista"
1759-02-06,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Federico, Gennaro Antonio"
1759-02-06,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Pergolesi, Giovanni Battista"
1759-02-06,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Federico, Gennaro Antonio"
1759-02-06,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Pergolesi, Giovanni Battista"
1759-02-06,"Bajocco et Serpilla, parodie francoise du Joueur","Sodi, Carlo",,
1759-02-12,Dionys de tyran; treurspel,"Regtering, Hendrik Willem",Denis le tyran. tragédie,"Marmontel, Jean François"
1759-02-13,"Le devin du village, intermede","Rousseau, Jean-Jacques",De waarzegger van 't dorp,"Neyts, Jacques Toussaint"
1759-02-13,"Bajocco et Serpilla, parodie francoise du Joueur","Sodi, Carlo",,
1759-02-19,Dionys de tyran; treurspel,"Regtering, Hendrik Willem",Denis le tyran. tragédie,"Marmontel, Jean François"
1759-03-12,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1759-03-17,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1759-03-19,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1759-03-24,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1759-04-02,Atys en Sangarida,"Domis, Guiliam Toussaint","Atys, tragedie en musique","Quinault, Philippe"
1759-04-02,Atys en Sangarida,"Domis, Guiliam Toussaint","Atys, tragedie en musique","Lully, Jean Baptiste de"
1759-04-17,De nieuwe waereld; blijspel,"Hooff, Nicolaas Willem op den","Le nouveau monde, comédie","Pellegrin, Simon Joseph"
1759-04-21,De nieuwe waereld; blijspel,"Hooff, Nicolaas Willem op den","Le nouveau monde, comédie","Pellegrin, Simon Joseph"
1759-04-24,De nieuwe waereld; blijspel,"Hooff, Nicolaas Willem op den","Le nouveau monde, comédie","Pellegrin, Simon Joseph"
1759-04-28,De nieuwe waereld; blijspel,"Hooff, Nicolaas Willem op den","Le nouveau monde, comédie","Pellegrin, Simon Joseph"
1759-05-07,De onbescheidene minnaar; blyspel,"Hooff, Nicolaas Willem op den","L'Indiscret, comédie",Voltaire
1759-05-12,"Elektra, treurspel [by Malfait]","Malfait (de jonge), Philip",Électre,"Crébillon, Prosper Jolyot de"
1759-05-14,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1759-08-09,Ifigenia. Treurspél [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Iphigénie,"Racine, Jean"
1759-08-09,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1759-08-11,"Achilles, treurspel","Huydecoper, Balthasar",,
1759-08-11,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1759-08-11,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Dancourt, Florent Carton"
1759-08-13,Het gewaande bloedverwantschap; blyspel,"Wandelaar, Jan",,
1759-08-13,Jodelet. Of de knecht meester en de meester knecht. Blijspel,"Commelin, Johannes","Jodelet, ou le Maitre valet","Scarron, Paul"
1759-08-16,"Philoctetes, treurspel","Stamhorst, Jacobus",Philoctete: tragédie,"Chateaubrun, Jean Baptiste Vivien de"
1759-08-16,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1759-08-18,Eneas en Turnus; treurspel,"Rotgans, Lukas",,
1759-08-18,"Le bouquet du roi, opera comique","Vadé, Jean Joseph",,
1759-08-20,Eneas en Turnus; treurspel,"Rotgans, Lukas",,
1759-08-20,,,,
1759-08-23,"Polyxena, treurspel [by M. Bode]","Bode, Matthias",Polyxène,"La Fosse, Antoine de"
1759-08-23,De belachchelyke hoofsche juffers,"Lacroix, Pieter de",Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1759-08-27,Verwarde hof,"Baroces, Jacob",El palacio confuso,"Lope de Vega y Carpio, Félix"
1759-08-27,Verwarde hof,"Baroces, Jacob",El palacio confuso,"Mira de Amescua, Antonio"
1759-08-27,Verwarde hof,"Fuyter, Leonard de",El palacio confuso,"Lope de Vega y Carpio, Félix"
1759-08-27,Verwarde hof,"Fuyter, Leonard de",El palacio confuso,"Mira de Amescua, Antonio"
1759-08-27,"Krispyn, baron, en afslager. Kluchtspel","Benjamin, Hermanus",,
1759-08-28,"La bohémienne, comédie","Favart, Charles Simon",,
1759-08-28,"La bohémienne, comédie","Clément, Charles-François",,
1759-08-28,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Federico, Gennaro Antonio"
1759-08-28,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Pergolesi, Giovanni Battista"
1759-08-28,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Federico, Gennaro Antonio"
1759-08-28,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Pergolesi, Giovanni Battista"
1759-08-30,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1759-08-30,Andromaché [by L. Meijer],"Meijer, Lodewijk",Andromaque,"Racine, Jean"
1759-08-30,"De gelukte list, óf Bedrooge mof. Klucht-spél","Pels, Andries","La folle querelle, ou La critique d'Andromaque","Molière (ps. Poquelin, Jean Baptiste)"
1759-08-30,"De gelukte list, óf Bedrooge mof. Klucht-spél",Nil Volentibus Arduum group,"La folle querelle, ou La critique d'Andromaque","Molière (ps. Poquelin, Jean Baptiste)"
1759-09-03,De tirannige liefde,"Krul, Jan Harmensz.",L'amour tirannique,"Scudéry, Georges de"
1759-09-03,De wanhébbelyke liefde. Kluchtspél,Nil Volentibus Arduum group,La mère coquette ou les amants brouillés,"Quinault, Philippe"
1759-09-06,De verstrooide van gedachten,,Le Distrait,"Regnard, Jean François"
1759-09-06,"Krispyn, testateur en gelegateerde, of De erfgenaam door list; blyspel","Lochem, Hermanus van",Le légataire universel,"Regnard, Jean François"
1759-09-08,Sabinus en Eponina; treurspel,"Haverkamp, Johannes","Sabinus et Éponine, tragédie","Richer, Henri"
1759-09-08,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham",,
1759-09-10,"De deugdzame hoveling, treurspel","Bruin, Claas",,
1759-09-10,"De zwetser, kluchtspel","Langendijk, Pieter",,
1759-09-13,"Cato, of De ondergang der roomsche vryheid","Angelkot jr., Hermannus","Cato, a Tragedy","Addison, Joseph"
1759-09-13,"Cato, of De ondergang der roomsche vryheid","Wolf, H. de","Cato, a Tragedy","Addison, Joseph"
1759-09-13,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1759-09-15,"Aristomenes, treurspel","Roullaud, Henri Jean","Aristomène, tragédie","Marmontel, Jean François"
1759-09-15,"De vrouw, rechter en party van haar man; blyspel","Peys, Adriaen",,
1759-09-17,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1759-09-17,Het gouvernement van Sanche Panche op het eyland Barataria,"Cruyssen, Simon van der",,
1759-09-18,"Le jaloux corrigé, opera bouffon","Collé, Charles",,
1759-09-18,"Le maître de musique, comédie","Favart, Charles Simon",,
1759-09-20,"Constantinus de Groote, Eerste Christen' Keiser. Treurspel","Bernagie, Pieter",,
1759-09-20,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter",,
1759-09-22,"Agrippa, koning van Alba; anders, De gewaande Tiberinus. Treurspel [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"Agrippa, roy d'Albe, ou le faux Tibérinus","Quinault, Philippe"
1759-09-22,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1759-09-24,"De toveryen van Armida, of het belegerde Jeruzalem, treurspel","Peys, Adriaen",,
1759-09-24,"Arlequin, tovenaar, en barbier. kluchtspel","Hoeven, Willem van der",,
1759-09-25,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1759-09-25,Hollebollige Rombout of getemde snorker,"Nooseman, Jan",,
1759-09-26,"Den grooten Tamerlan, met de doodt van Bayaset de I, Turks keizer","Serwouters, Joannes","Le grand Tamerlan et Bajazet, tragedie","Magnon, Jean"
1759-09-26,"Den grooten Tamerlan, met de doodt van Bayaset de I, Turks keizer","Serwouters, Joannes",La nueva ira de Dios y Tamerlán de Persia,"Vélez de Guevara, Luis"
1759-09-26,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1759-09-27,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1759-09-27,De verkeerde waereldt. Kluchtige opera,"Hattum, Maurits van","Le monde renversé , pièce d'un acte","Lesage, Alain René"
1759-09-27,De verkeerde waereldt. Kluchtige opera,"Hattum, Maurits van","Le monde renversé , pièce d'un acte","Orneval, Jacques-Philippe d'"
1759-09-28,Eneas en Turnus; treurspel,"Rotgans, Lukas",,
1759-09-28,,,,
1759-09-29,"Pyrrhus, treurspel","Feitama, Sybrand","Pyrrhus, tragedie","Crébillon, Prosper Jolyot de"
1759-09-29,,,,
1759-10-01,"Isabella princesse van Iberie, hof en landspel","Hoeven, Willem van der",A lo que obligan los celos,"Enríquez Gómez, Antonio"
1759-10-01,Vechter. Kluchtspel,"Angelkot, Hermannus",,
1759-10-02,De beklaaglyke dwang,"Vos, Isaac",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1759-10-02,De beklaaglyke dwang,"Baroces, Jacob",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1759-10-02,Duifje en Snaphaan,"Fornenbergh, Jan Baptist van",,
1759-10-03,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1759-10-04,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1759-10-05,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1759-10-06,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1759-10-08,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1759-10-09,Beleg en ontset der stadt Leyden,"Bondt, Reinier de",,
1759-10-10,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1759-10-10,"Klucht van de levendighe doodt, of Bedroogen kassier","Gramsbergen, Matthijs",,
1759-10-11,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1759-10-11,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van",,
1759-10-13,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar",,
1759-10-13,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1759-10-15,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1759-10-15,"Veranderlyk geval, of Stantvastige liefde","Heynck, Dirk Pietersz",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1759-10-15,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1759-10-18,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1759-10-18,Het Leidsche studentenleeven. Kluchtig blyspel,"Mauricius, Johan Jacob",,
1759-10-20,De dood van Cesar; treurspel [by Voordaagh],"Voordaagh, Jacob",La mort de César [by Voltaire],Voltaire
1759-10-20,"Kluchtspel van het gedwongen houwelyck, of mariage forcè.","Pels, Andries",Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1759-10-22,De sipier van zich zelven. Blyspel,"Geleyn, Pieter van","Le geolier de soy-mesme, ou Jodelet prince","Corneille, Thomas"
1759-10-22,"De belachchelyke erfgenaam, of Baatzuchtige juffer; blyspel","Rijk, Frans",l'Heritier ridicule ou La dame interessee,"Scarron, Paul"
1759-10-29,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1759-10-29,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1759-11-05,"Democritus, of de verliefde filosoof","Elvervelt, Henrik van",Démocrite,"Regnard, Jean François"
1759-11-05,"De stiefvaar, blijspel","Asselijn, Thomas",,
1759-11-10,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1759-11-10,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1759-11-12,"De burgerlyke edelman, blyspel","Maas, Hendr. (Toneelvertaler)",Le bourgeois gentilhomme,"Molière (ps. Poquelin, Jean Baptiste)"
1759-11-12,"De triomph van de voorleden, tegenwoordige, en toekomende tyden, blyspelen; met derzelver divertissementen","Le Roy, Bernard","Le triomph du temps, comédie","Le Grand, Marc Antoine"
1759-11-17,"De dood van Nero, treurspel","Haverkamp, Johannes",La mort de Néron; tragédie,"Péchantré, Nicolas de"
1759-11-17,"De triomph van de voorleden, tegenwoordige, en toekomende tyden, blyspelen; met derzelver divertissementen","Le Roy, Bernard","Le triomph du temps, comédie","Le Grand, Marc Antoine"
1759-11-19,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1759-11-19,"De triomph van de voorleden, tegenwoordige, en toekomende tyden, blyspelen; met derzelver divertissementen","Le Roy, Bernard","Le triomph du temps, comédie","Le Grand, Marc Antoine"
1759-11-24,Cinna. Treurspel,Nil Volentibus Arduum group,Cinna,"Corneille, Pierre"
1759-11-24,"De triomph van de voorleden, tegenwoordige, en toekomende tyden, blyspelen; met derzelver divertissementen","Le Roy, Bernard","Le triomph du temps, comédie","Le Grand, Marc Antoine"
1759-11-26,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1759-11-26,"Lubbert Lubbertze, of, de geadelde boer. Blyspel","Lacroix, Pieter de",George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1759-11-26,"Lubbert Lubbertze, of, de geadelde boer. Blyspel","Breda, Michiel van",George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1759-11-27,"Le maître de musique, comédie","Favart, Charles Simon",,
1759-11-27,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Federico, Gennaro Antonio"
1759-11-27,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Pergolesi, Giovanni Battista"
1759-11-27,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Federico, Gennaro Antonio"
1759-11-27,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Pergolesi, Giovanni Battista"
1759-12-01,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1759-12-01,De hovenier door liefde. Blyspel.,"Hoeven, Emanuel van der",Le galant jardinier,"Dancourt, Florent Carton"
1759-12-03,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1759-12-03,"De schijnheilige vrouw, met de uitvaart van Jan Jaspersen, vader van Saartje Jans","Asselijn, Thomas",,
1759-12-04,L'oracle,"Saint-Foix, Germain François Poullain de",,
1759-12-08,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1759-12-08,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1759-12-08,"De geschaakte bruid, of de verliefde reizegers; blijspel",Nil Volentibus Arduum group,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1759-12-10,"De vrék, blyspél","Pluimer, Joan",L'Avare ou l’École du mensonge,"Molière (ps. Poquelin, Jean Baptiste)"
1759-12-10,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van",,
1759-12-11,"Le devin du village, intermede","Rousseau, Jean-Jacques",De waarzegger van 't dorp,"Neyts, Jacques Toussaint"
1759-12-11,"Bajocco et Serpilla, parodie francoise du Joueur","Sodi, Carlo",,
1759-12-15,"Romulus, treurspel","Tijsens, Gijsbert","Romulus, tragedie","La Motte, Antoine Houdar de"
1759-12-15,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1759-12-17,De verduytste Cid. Bly-eindend treurspel,"Heemskerk, Johan van",Le Cid. Tragi-comedie.,"Corneille, Pierre"
1759-12-17,"De triomph van de voorleden, tegenwoordige, en toekomende tyden, blyspelen; met derzelver divertissementen","Le Roy, Bernard","Le triomph du temps, comédie","Le Grand, Marc Antoine"
1759-12-22,De Mode,"Bernagie, Pieter",,
1759-12-22,"De triomph van de voorleden, tegenwoordige, en toekomende tyden, blyspelen; met derzelver divertissementen","Le Roy, Bernard","Le triomph du temps, comédie","Le Grand, Marc Antoine"
1759-12-24,Gysbreght van Aemstel,"Vondel, Joost van den",,
1759-12-24,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1759-12-24,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1759-12-31,Gysbreght van Aemstel,"Vondel, Joost van den",,
1759-12-31,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1759-12-31,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1760-01-07,Gysbreght van Aemstel,"Vondel, Joost van den",,
1760-01-07,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1760-01-07,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1760-01-08,L'oracle,"Saint-Foix, Germain François Poullain de",,
1760-01-08,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie",,
1760-01-12,Gysbreght van Aemstel,"Vondel, Joost van den",,
1760-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1760-01-12,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1760-01-14,Gysbreght van Aemstel,"Vondel, Joost van den",,
1760-01-14,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1760-01-14,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1760-01-15,L'oracle,"Saint-Foix, Germain François Poullain de",,
1760-01-15,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie",,
1760-01-19,"Gabinia, treurspel","Feitama, Sybrand","Gabinie, tragedie chretienne","Brueys, David Augustin de"
1760-01-19,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas",,
1760-01-21,"Sophonisba, treurspel","Haps, Pieter Willem van",,
1760-01-21,Het ontdekte geheim; kluchtspel,"Kaarsgieter, François de","Le secret révélé, comédie","Palaprat, Jean"
1760-01-22,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie",,
1760-01-22,"La bohémienne, comédie","Favart, Charles Simon",,
1760-01-22,"La bohémienne, comédie","Clément, Charles-François",,
1760-01-26,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1760-01-26,"De schipbreuk, of De lykstaetsie van Krispyn; kluchtspel","Elias, Jacob","Le naufrage, ou La pompe funèbre de Crispin","La Font, Joseph de"
1760-01-28,"Julius Cezar, en Kato. Treurspél","Langendijk, Pieter",,
1760-01-28,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1760-01-29,"Bajocco et Serpilla, parodie francoise du Joueur","Sodi, Carlo",,
1760-01-29,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie",,
1760-02-02,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1760-02-02,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1760-02-04,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1760-02-04,De Mansmoer,"Haps, Pieter Willem van",,
1760-02-05,"Le caprice amoureux ou Ninette a la cour, comédie [...] mêlée d'ariettes","Favart, Charles Simon","Bertoldo, Bertoldino e Cacasenno. Opera","Goldoni, Carlo"
1760-02-05,"Les Chinois, comédie","Favart, Charles Simon","Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760-02-05,"Les Chinois, comédie","Naigeon, Jacques André","Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760-02-09,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1760-02-09,De minderjarige; blyspel,"Hartsinck, Jan Jacob","La Pupille, comédie","Fagan, Christophe Barthélemy"
1760-02-11,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1760-02-11,"Het bedurven huishouwen, kluchtspel","Krook, Enoch",,
1760-02-11,"Het bedurven huishouwen, kluchtspel","Kroon, Daniel",,
1760-02-12,"Le caprice amoureux ou Ninette a la cour, comédie [...] mêlée d'ariettes","Favart, Charles Simon","Bertoldo, Bertoldino e Cacasenno. Opera","Goldoni, Carlo"
1760-02-12,"Les Chinois, comédie","Favart, Charles Simon","Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760-02-12,"Les Chinois, comédie","Naigeon, Jacques André","Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760-02-16,"Brutus, treurspel [by Feitama]","Feitama, Sybrand","Le Brutus, tragédie",Voltaire
1760-02-16,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der",,
1760-02-18,Lucius Junius Brutus grondlegger der roomsche vrijheid. Treurspel.,"Bruin, Claas",,
1760-02-18,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1760-02-25,"Aarnout en Adolf van Egmond, hertogen van Gelder. Treurspel","Bruin, Claas",,
1760-02-25,"De stiefmoer, kluchtspel","Asselijn, Thomas",,
1760-02-26,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Federico, Gennaro Antonio"
1760-02-26,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Pergolesi, Giovanni Battista"
1760-02-26,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Federico, Gennaro Antonio"
1760-02-26,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Pergolesi, Giovanni Battista"
1760-02-26,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon",,
1760-02-26,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie",,
1760-02-26,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville,,
1760-03-03,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1760-03-03,Krispyn dragonder; kluchtspel,"Rijk, Frans","La Dragone ou Merlin dragon, comedie",Desmarres
1760-03-04,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Federico, Gennaro Antonio"
1760-03-04,"La servante maitresse, comédie","Baurans, Pierre","La serva padrona, opera","Pergolesi, Giovanni Battista"
1760-03-04,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Federico, Gennaro Antonio"
1760-03-04,"La servante maitresse, comédie","Pergolesi, Giovanni Battista","La serva padrona, opera","Pergolesi, Giovanni Battista"
1760-03-04,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon",,
1760-03-04,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie",,
1760-03-04,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville,,
1760-03-08,"Aristomenes, treurspel","Roullaud, Henri Jean","Aristomène, tragédie","Marmontel, Jean François"
1760-03-08,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van",,
1760-03-10,De Vriendschap,"Winde, Martinus van",,
1760-03-10,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter",,
1760-03-11,Le peintre amoureux de son modéle,"Anseaume, Louis","E.R. Duni, Il pittore innamorato del suo modello. Opera buffa","Duni, Egidio"
1760-03-11,"Les Chinois, comédie","Favart, Charles Simon","Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760-03-11,"Les Chinois, comédie","Naigeon, Jacques André","Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760-03-15,De Vriendschap,"Winde, Martinus van",,
1760-03-15,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1760-03-17,De Vriendschap,"Winde, Martinus van",,
1760-03-17,"De qua Grieten, klucht",,,
1760-03-18,Le peintre amoureux de son modéle,"Anseaume, Louis","E.R. Duni, Il pittore innamorato del suo modello. Opera buffa","Duni, Egidio"
1760-03-18,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie",,
1760-03-22,De Vriendschap,"Winde, Martinus van",,
1760-03-22,"De Hagenaar te Enkhuizen, blyspel","Hartsinck, Jan Jacob","Le Français à Londres, comédie","Boissy, Louis de"
1760-03-24,"De knorrepot, of de gestoorde doctor. Blyspel",,Le Grondeur,"Palaprat, Jean"
1760-03-24,"De knorrepot, of de gestoorde doctor. Blyspel",,Le Grondeur,"Brueys, David Augustin de"
1760-03-25,"La bohémienne, comédie","Favart, Charles Simon",,
1760-03-25,"La bohémienne, comédie","Clément, Charles-François",,
1760-03-25,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie",,
1760-03-29,Sabinus en Eponina; treurspel,"Haverkamp, Johannes","Sabinus et Éponine, tragédie","Richer, Henri"
1760-03-29,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1760-03-31,De ingebeelde zieke. Blyspél,Nil Volentibus Arduum group,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1760-03-31,De geveinsde zotheid door liefde,,Les folies amoureuses,"Regnard, Jean François"
1760-04-01,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon",,
1760-04-01,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie",,
1760-04-01,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville,,
1760-04-01,"Raton en Rosette, opera-bouffon","Neyts, Jacques Toussaint",Raton et Rosette,"Favart, Charles Simon"
1760-04-03,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1760-04-03,Haat en nydt,"Ogier, Willem",,
1760-04-05,"Philoctetes, treurspel","Stamhorst, Jacobus",Philoctete: tragédie,"Chateaubrun, Jean Baptiste Vivien de"
1760-04-05,"School voor de jaloerschen, blyspel","Pluimer, Joan","L'école des jaloux, ou Le cocu volontaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1760-04-05,"School voor de jaloerschen, blyspel","Pluimer, Joan","L'école des jaloux, ou Le cocu volontaire, comédie","Montfleury, Antoine Jacob"
1760-04-08,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
